Id,algebra,programming,data science,robotics,economics,job,salary
710,60,58,87,60,68,data scientist,640000
711,73,72,87,79,76,junior developer,140000
712,93,64,51,52,85,data scientist,790000
713,57,69,56,91,96,developer,270000
714,71,66,56,58,58,senior developer,440000
715,61,62,64,63,72,data scientist,610000
716,98,95,85,68,56,developer,430000
717,76,76,97,63,99,economist,510000
718,60,65,58,67,97,senior developer,490000
719,82,82,87,88,83,robotics engineer,1140000
720,78,92,93,84,66,economist,370000
721,92,63,51,65,86,robotics engineer,920000
722,98,57,89,72,86,robotics engineer,840000
723,66,76,73,92,62,data scientist,770000
724,59,51,99,57,73,data scientist,680000
725,89,69,87,68,82,economist,490000
726,54,88,59,58,62,junior developer,160000
727,92,91,82,91,97,senior developer,720000
728,52,76,59,61,60,developer,300000
729,78,95,55,75,73,robotics engineer,880000
730,81,74,61,83,93,economist,440000
731,72,52,90,91,56,senior developer,490000
732,93,74,94,90,66,junior developer,180000
733,98,90,62,50,87,economist,490000
734,90,60,69,89,62,data scientist,660000
735,87,95,60,76,51,robotics engineer,1180000
736,98,94,89,61,90,robotics engineer,1050000
737,58,95,70,77,93,data scientist,970000
738,77,52,84,82,60,developer,260000
739,83,80,76,76,81,senior developer,530000
740,68,50,72,96,96,senior developer,520000
741,67,71,86,81,73,robotics engineer,1040000
742,76,84,58,95,53,developer,310000
743,77,51,96,95,63,economist,370000
744,85,80,80,93,71,economist,450000
745,64,82,86,56,70,senior developer,600000
746,57,59,55,84,71,developer,270000
747,91,72,63,84,80,data scientist,730000
748,92,74,53,88,60,senior developer,630000
749,79,60,89,74,51,robotics engineer,900000
750,75,54,58,68,76,robotics engineer,760000
751,91,77,94,92,71,robotics engineer,1170000
752,85,97,60,77,61,junior developer,170000
753,52,74,72,82,89,junior developer,140000
754,57,74,97,56,99,junior developer,120000
755,71,70,62,80,53,senior developer,530000
756,93,59,87,84,65,data scientist,760000
757,92,83,95,73,95,senior developer,610000
758,88,73,96,67,65,economist,370000
759,91,50,94,65,54,developer,300000
760,93,67,84,53,75,junior developer,150000
761,52,96,52,60,81,data scientist,770000
762,94,59,80,88,66,data scientist,740000
763,68,75,79,54,55,data scientist,670000
764,57,91,76,86,83,developer,310000
765,62,56,62,82,57,robotics engineer,860000
766,81,75,57,76,64,junior developer,160000
767,75,63,92,86,95,senior developer,590000
768,62,68,82,92,97,data scientist,800000
769,59,99,83,74,69,junior developer,180000
770,85,66,92,86,91,robotics engineer,970000
771,93,84,80,98,97,junior developer,170000
772,96,83,56,80,64,economist,430000
773,56,63,84,95,74,junior developer,110000
774,64,63,73,97,71,junior developer,120000
775,81,88,56,89,58,data scientist,780000
776,80,52,95,74,74,robotics engineer,970000
777,96,87,86,72,82,junior developer,190000
778,97,69,68,63,53,economist,370000
779,91,66,97,78,65,data scientist,880000
780,79,52,87,50,79,junior developer,120000
781,83,53,69,77,92,data scientist,730000
782,57,69,92,83,84,developer,240000
783,92,52,72,81,82,economist,390000
784,74,67,72,89,96,senior developer,530000
785,59,99,95,52,63,economist,410000
786,76,50,68,70,80,senior developer,430000
787,56,88,51,79,82,robotics engineer,1050000
788,81,84,85,88,88,junior developer,150000
789,75,59,65,87,60,robotics engineer,1010000
790,94,90,56,97,74,junior developer,180000
791,64,65,88,81,89,robotics engineer,870000
792,69,86,57,75,56,economist,290000
793,68,75,85,67,97,data scientist,840000
794,56,74,83,51,67,robotics engineer,850000
795,83,87,85,81,64,economist,400000
796,78,67,75,54,50,data scientist,760000
797,63,54,61,53,61,junior developer,110000
798,53,92,67,93,53,data scientist,750000
799,84,73,65,57,92,data scientist,870000
800,87,70,83,71,62,data scientist,900000
801,90,93,68,88,80,developer,390000
802,80,62,55,77,54,economist,310000
803,54,72,68,92,70,senior developer,580000
804,65,68,51,89,54,developer,270000
805,88,51,88,56,99,senior developer,420000
806,60,51,88,64,81,economist,340000
807,99,62,90,99,94,junior developer,180000
808,65,78,78,61,98,developer,350000
809,75,99,77,71,81,economist,370000
810,92,99,96,71,98,economist,540000
811,74,52,63,87,81,data scientist,560000
812,64,62,98,59,95,robotics engineer,940000
813,71,89,61,85,80,senior developer,510000
814,98,65,95,64,80,senior developer,620000
815,65,82,83,82,54,robotics engineer,940000
816,56,84,83,80,59,senior developer,600000
817,74,87,86,96,57,senior developer,700000
818,53,51,68,84,75,senior developer,380000
819,70,76,98,66,86,robotics engineer,940000
820,91,78,56,64,73,developer,300000
821,50,52,54,97,52,data scientist,530000
822,75,86,70,67,74,junior developer,190000
823,74,61,71,99,94,robotics engineer,950000
824,64,74,78,73,95,junior developer,140000
825,67,54,96,78,84,senior developer,470000
826,55,90,52,80,77,economist,370000
827,69,63,76,71,55,data scientist,680000
828,62,87,92,53,80,senior developer,620000
829,77,58,74,51,88,data scientist,760000
830,92,87,60,78,80,robotics engineer,1150000
831,97,71,76,59,72,junior developer,170000
832,59,87,55,81,54,senior developer,510000
833,70,76,90,63,61,developer,310000
834,93,52,87,72,68,developer,300000
835,90,51,83,97,81,robotics engineer,1070000
836,56,72,77,95,88,junior developer,140000
837,56,51,84,51,96,robotics engineer,680000
838,72,95,83,86,52,developer,310000
839,85,99,57,99,71,data scientist,910000
840,53,58,58,87,58,robotics engineer,790000
841,50,68,53,62,74,junior developer,130000
842,89,52,76,63,87,developer,250000
843,85,60,50,92,83,developer,300000
844,63,63,61,50,71,data scientist,670000
845,87,83,66,66,99,data scientist,800000
846,52,94,68,55,90,junior developer,160000
847,80,97,85,77,88,robotics engineer,1030000
848,88,76,77,52,75,robotics engineer,980000
849,56,94,64,76,69,data scientist,760000
850,88,70,99,82,98,data scientist,910000
851,71,82,59,56,52,junior developer,180000
852,74,80,90,57,53,economist,320000
853,62,72,64,82,83,data scientist,650000
854,72,72,54,54,63,economist,390000
855,91,59,63,59,62,developer,280000
856,57,50,72,71,92,data scientist,570000
857,82,80,78,54,78,economist,420000
858,95,95,61,71,91,data scientist,1010000
859,66,77,57,61,97,economist,370000
860,77,90,58,74,70,robotics engineer,980000
861,86,92,72,81,97,senior developer,630000
862,65,63,83,53,67,developer,290000
863,67,57,88,57,99,senior developer,460000
864,89,73,60,95,97,senior developer,580000
865,88,78,87,55,56,data scientist,830000
866,70,63,93,72,63,robotics engineer,890000
867,93,61,64,80,71,robotics engineer,830000
868,76,81,62,77,61,robotics engineer,1060000
869,79,89,96,82,97,developer,340000
870,65,88,99,68,50,economist,390000
871,85,60,88,89,52,economist,400000
872,79,52,89,94,71,developer,240000
873,79,78,72,70,66,data scientist,770000
874,61,63,62,72,73,economist,390000
875,65,91,96,65,97,senior developer,540000
876,56,85,50,89,61,senior developer,470000
877,88,85,89,58,76,robotics engineer,980000
878,63,71,67,88,58,junior developer,150000
879,99,91,77,89,52,junior developer,220000
880,59,51,79,78,94,economist,430000
881,72,90,72,64,75,robotics engineer,950000
882,95,80,78,57,76,data scientist,780000
883,94,52,69,86,86,junior developer,160000
884,94,79,82,68,78,senior developer,540000
885,96,61,87,56,61,junior developer,150000
886,92,53,90,69,75,robotics engineer,920000
887,69,58,79,87,73,robotics engineer,990000
888,92,57,65,58,59,data scientist,700000
889,60,71,73,96,89,data scientist,800000
890,54,86,72,60,96,junior developer,150000
891,59,73,99,92,76,developer,300000
892,58,95,51,70,71,robotics engineer,890000
893,70,87,77,76,70,senior developer,620000
894,86,70,56,78,55,data scientist,820000
895,66,64,89,66,51,senior developer,490000
896,52,63,98,79,53,robotics engineer,910000
897,75,99,96,99,94,senior developer,670000
898,76,65,54,62,50,developer,260000
899,66,83,58,81,52,developer,340000
900,57,87,67,96,65,junior developer,150000
901,68,91,72,88,79,developer,300000
902,76,59,64,60,69,developer,250000
903,93,95,68,94,74,junior developer,200000
904,98,54,79,68,81,developer,310000
905,94,56,91,92,97,junior developer,160000
906,51,52,73,89,59,data scientist,510000
907,50,94,82,81,61,economist,370000
908,51,56,72,95,56,economist,280000
909,64,53,82,75,69,junior developer,130000
910,94,93,72,57,96,robotics engineer,900000
911,99,85,79,62,86,data scientist,870000
912,94,56,68,65,76,senior developer,530000
913,80,94,90,75,68,senior developer,580000
914,60,64,68,59,86,economist,350000
915,75,61,61,62,63,data scientist,660000
916,62,80,94,87,95,senior developer,590000
917,82,83,69,77,72,developer,300000
918,92,75,92,53,51,robotics engineer,870000
919,89,54,67,75,70,economist,410000
920,67,51,89,72,77,developer,250000
921,60,93,79,80,62,senior developer,690000
922,92,98,76,50,69,data scientist,1070000
923,52,58,64,62,85,junior developer,130000
924,92,78,90,73,60,economist,460000
925,83,83,71,51,76,robotics engineer,830000
926,93,53,59,63,61,junior developer,150000
927,86,67,90,92,98,economist,500000
928,66,72,61,85,92,developer,330000
929,89,80,57,58,52,robotics engineer,820000
930,82,92,62,66,92,developer,400000
931,92,83,71,86,68,data scientist,880000
932,81,74,50,51,97,data scientist,640000
933,95,75,61,77,70,robotics engineer,840000
934,93,84,53,86,64,junior developer,190000
935,53,66,61,83,93,developer,270000
936,59,64,70,84,95,data scientist,750000
937,87,90,52,91,61,senior developer,680000
938,54,69,70,54,86,junior developer,120000
939,56,64,50,79,59,developer,250000
940,92,64,86,62,83,senior developer,570000
941,56,89,73,56,83,economist,370000
942,83,54,51,79,74,data scientist,700000
943,88,61,87,81,59,data scientist,820000
944,81,57,95,50,66,data scientist,770000
945,78,96,53,53,98,economist,420000
946,52,86,55,95,71,economist,380000
947,95,98,60,91,58,economist,370000
948,51,50,74,63,82,data scientist,630000
949,86,97,97,76,70,developer,400000
950,71,93,74,98,78,economist,410000
951,99,60,69,79,65,economist,350000
952,59,75,95,74,91,data scientist,800000
953,91,86,78,68,97,robotics engineer,1040000
954,59,90,91,83,98,senior developer,690000
955,91,66,90,97,89,data scientist,740000
956,68,61,84,62,61,data scientist,650000
957,82,57,75,95,86,developer,250000
958,94,65,73,81,56,senior developer,570000
959,83,74,89,84,61,economist,340000
960,71,91,50,53,90,junior developer,160000
961,97,92,64,57,74,economist,400000
962,88,71,78,79,83,data scientist,900000
963,91,82,97,95,60,developer,370000
964,67,98,84,91,55,developer,340000
965,81,91,57,90,68,robotics engineer,1120000
966,94,65,63,91,57,developer,310000
967,97,55,70,72,83,senior developer,420000
968,96,75,58,64,62,junior developer,180000
969,78,70,74,70,93,robotics engineer,1020000
970,93,64,96,67,95,economist,460000
971,68,53,76,63,68,robotics engineer,660000
972,81,85,97,88,62,junior developer,180000
973,90,64,77,68,50,data scientist,670000
974,75,75,52,91,70,junior developer,170000
975,93,82,97,50,99,junior developer,190000
976,92,65,90,54,82,data scientist,870000
977,68,62,55,58,57,junior developer,140000
978,56,90,71,63,87,robotics engineer,1020000
979,66,93,93,68,96,data scientist,810000
980,62,62,65,65,53,developer,270000
981,55,88,64,90,76,senior developer,500000
982,94,64,95,56,98,data scientist,780000
983,51,87,70,76,60,developer,320000
984,87,93,89,56,52,data scientist,950000
985,55,71,78,69,86,junior developer,120000
986,76,87,83,62,92,data scientist,870000
987,84,65,81,88,77,robotics engineer,1070000
988,67,74,79,70,87,robotics engineer,810000
989,52,56,52,90,77,developer,220000
990,51,99,52,76,78,senior developer,630000
991,92,72,50,74,63,developer,360000
992,52,82,55,62,86,junior developer,160000
993,51,71,65,64,90,senior developer,530000
994,55,71,64,89,58,junior developer,130000
995,64,53,70,82,98,senior developer,510000
996,83,64,86,66,90,senior developer,450000
997,61,70,99,54,62,robotics engineer,770000
998,82,66,62,81,64,economist,330000
999,80,66,85,85,56,data scientist,740000
1000,58,93,70,69,88,robotics engineer,930000
1001,66,58,73,93,81,data scientist,660000
1002,76,98,50,88,52,data scientist,860000
1003,65,87,74,54,84,robotics engineer,790000
1004,54,50,87,84,82,developer,230000
1005,57,98,76,62,56,developer,390000
1006,81,96,94,75,89,robotics engineer,1060000
1007,69,75,66,91,92,data scientist,840000
1008,61,84,86,63,68,economist,370000
1009,51,88,88,99,71,robotics engineer,1190000
1010,94,59,65,76,87,junior developer,170000
1011,99,75,69,96,68,robotics engineer,1180000
1012,50,63,75,60,88,data scientist,640000
1013,82,75,67,70,92,developer,280000
1014,96,72,65,89,72,robotics engineer,880000
1015,64,83,51,72,79,senior developer,560000
1016,57,78,86,95,97,senior developer,640000
1017,83,82,90,93,99,developer,300000
1018,52,73,99,87,58,data scientist,810000
1019,78,51,58,94,70,senior developer,440000
1020,57,74,92,99,54,developer,250000
1021,96,58,93,73,67,economist,420000
1022,79,91,66,72,73,robotics engineer,990000
1023,66,68,88,81,83,senior developer,490000
1024,61,56,89,59,70,robotics engineer,760000
1025,68,77,85,93,61,data scientist,860000
1026,79,69,70,77,60,economist,350000
1027,93,56,58,81,64,junior developer,140000
1028,97,61,60,63,54,robotics engineer,710000
1029,82,63,94,59,75,junior developer,130000
1030,68,80,93,55,75,developer,330000
1031,98,68,58,67,73,junior developer,150000
1032,50,79,59,93,61,developer,270000
1033,97,87,82,88,57,junior developer,170000
1034,70,64,60,56,94,junior developer,140000
1035,85,85,89,59,79,developer,390000
1036,89,97,82,64,92,robotics engineer,1080000
1037,75,98,90,62,59,senior developer,600000
1038,70,80,91,55,80,data scientist,850000
1039,67,85,57,64,52,data scientist,830000
1040,61,88,96,92,53,economist,370000
1041,56,91,85,64,93,senior developer,640000
1042,68,74,61,72,79,developer,340000
1043,72,66,90,87,89,economist,440000
1044,71,94,63,62,81,robotics engineer,850000
1045,93,50,92,87,55,junior developer,150000
1046,83,68,53,67,50,data scientist,630000
1047,53,73,55,76,63,robotics engineer,760000
1048,85,75,88,60,77,developer,280000
1049,91,74,53,62,51,economist,410000
1050,59,81,71,53,53,data scientist,860000
1051,55,83,96,59,86,robotics engineer,780000
1052,52,81,75,57,62,junior developer,140000
1053,92,85,86,54,51,junior developer,180000
1054,58,88,76,64,75,senior developer,520000
1055,83,58,98,83,78,data scientist,780000
1056,92,63,51,90,57,data scientist,780000
1057,88,93,75,88,96,developer,340000
1058,74,92,92,65,56,developer,410000
1059,96,85,83,52,58,robotics engineer,1010000
1060,92,73,56,76,60,data scientist,850000
1061,70,75,74,85,94,developer,310000
1062,96,62,78,79,89,data scientist,670000
1063,95,96,66,81,76,data scientist,910000
1064,62,93,96,50,60,developer,380000
1065,97,82,80,62,75,senior developer,670000
1066,89,97,50,74,91,developer,440000
1067,76,62,88,84,98,data scientist,830000
1068,58,69,67,64,70,robotics engineer,710000
1069,88,91,59,69,83,data scientist,840000
1070,53,96,84,91,58,developer,370000
1071,58,94,85,92,89,junior developer,170000
1072,68,64,56,86,52,developer,240000
1073,72,56,82,87,94,robotics engineer,950000
1074,90,53,56,73,99,robotics engineer,900000
1075,60,65,64,75,86,developer,260000
1076,59,61,55,62,69,economist,360000
1077,76,75,59,54,81,senior developer,540000
1078,65,86,63,91,63,data scientist,830000
1079,61,88,77,56,87,economist,420000
1080,85,89,73,98,51,senior developer,630000
1081,64,94,87,68,78,data scientist,850000
1082,57,80,89,94,73,robotics engineer,900000
1083,93,59,86,69,51,junior developer,140000
1084,80,83,67,84,79,senior developer,550000
1085,94,80,75,94,50,developer,380000
1086,71,69,91,62,90,junior developer,160000
1087,86,56,70,79,67,senior developer,500000
1088,61,94,69,70,61,robotics engineer,1080000
1089,83,94,83,97,89,data scientist,900000
1090,92,92,75,69,65,data scientist,860000
1091,77,91,66,85,94,developer,360000
1092,95,95,52,67,88,developer,400000
1093,81,88,67,74,57,developer,310000
1094,85,53,65,60,66,economist,370000
1095,82,62,64,98,74,data scientist,680000
1096,90,78,81,90,75,senior developer,540000
1097,85,68,99,68,94,senior developer,600000
1098,60,67,62,51,51,data scientist,750000
1099,51,52,94,66,97,developer,210000
1100,76,52,56,86,81,economist,410000
1101,79,86,96,84,58,economist,390000
1102,80,66,58,62,74,junior developer,150000
1103,55,73,57,70,86,data scientist,620000
1104,59,50,72,70,77,junior developer,120000
1105,95,66,85,82,77,junior developer,180000
1106,96,91,53,51,82,data scientist,840000
1107,64,98,75,91,68,data scientist,920000
1108,60,92,68,52,59,economist,380000
1109,74,77,97,96,53,developer,300000
1110,71,57,66,84,88,economist,340000
